geo_point_2d;geo_shape;osm_id;couvert;capacite;nom;acces;payant;surveille;type;insee_com;nom_com;date_modif;notes
48.73104989905099,2.2715090000000004;"{""coordinates"": [2.271509, 48.73104989905099], ""type"": ""Point""}";n2229811059;NON;5;Accroch' Vélo;public;NON;NON;arceaux;91377;Massy;2022-03-01T01:00:00+01:00;
48.834383299051666,2.302071599999999;"{""coordinates"": [2.3020716, 48.834383299051666], ""type"": ""Point""}";n7578076963;NON;2;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-01-01T01:00:00+01:00;
48.884728999052015,2.3200491999999993;"{""coordinates"": [2.3200492, 48.884728999052015], ""type"": ""Point""}";n2969414047;NON;12;;public;NON;NON;arceaux;75117;17e Arrondissement;2021-03-01T01:00:00+01:00;
48.83942739905171,2.338511499999999;"{""coordinates"": [2.3385115, 48.83942739905171], ""type"": ""Point""}";n5628655347;NON;20;;public;NON;NON;arceaux;75105;5e Arrondissement;2021-06-01T02:00:00+02:00;
48.85167449905178,2.2912561999999985;"{""coordinates"": [2.2912562, 48.85167449905178], ""type"": ""Point""}";n3291119026;NON;28;;public;NON;NON;arceaux;75115;15e Arrondissement;2020-10-01T02:00:00+02:00;
48.87752169905197,2.3956545000000005;"{""coordinates"": [2.3956545, 48.87752169905197], ""type"": ""Point""}";n5518213315;NON;10;;public;NON;NON;arceaux;75119;19e Arrondissement;2023-04-01T02:00:00+02:00;
48.86622779905189,2.3592649999999997;"{""coordinates"": [2.359265, 48.86622779905189], ""type"": ""Point""}";n7631617993;NON;4;;public;NON;NON;arceaux;75103;3e Arrondissement;2020-12-01T01:00:00+01:00;
48.80594129905149,2.423223;"{""coordinates"": [2.423223, 48.80594129905149], ""type"": ""Point""}";n6284271072;NON;12;;public;NON;NON;arceaux;94002;Alfortville;2019-05-01T02:00:00+02:00;
48.8416605990517,2.3380070000000006;"{""coordinates"": [2.338007, 48.8416605990517], ""type"": ""Point""}";n7491990828;NON;10;;public;NON;NON;arceaux;75105;5e Arrondissement;2021-05-01T02:00:00+02:00;
48.805357899051465,2.130331799999999;"{""coordinates"": [2.1303318, 48.805357899051465], ""type"": ""Point""}";n8130662091;NON;8;;public;NON;NON;arceaux;78646;Versailles;2020-11-01T01:00:00+01:00;
48.81981429905157,2.246369799999999;"{""coordinates"": [2.2463698, 48.81981429905157], ""type"": ""Point""}";n4962418093;NON;12;Parking vélos/motos Rue Marcel Miquel;public;NON;NON;arceaux;92040;Issy-les-Moulineaux;2021-06-01T02:00:00+02:00;
48.78482509905133,2.220300399999999;"{""coordinates"": [2.2203004, 48.78482509905133], ""type"": ""Point""}";n7093600730;NON;16;;public;NON;NON;arceaux;78640;Vélizy-Villacoublay;2021-07-01T02:00:00+02:00;
48.88541899905203,2.3361998999999987;"{""coordinates"": [2.3361999, 48.88541899905203], ""type"": ""Point""}";n8621037385;NON;6;;public;NON;NON;arceaux;75118;18e Arrondissement;2021-04-01T02:00:00+02:00;
48.732698299050995,2.2927942999999997;"{""coordinates"": [2.2927943, 48.732698299050995], ""type"": ""Point""}";n9804611891;NON;4;;public;NON;NON;arceaux;91377;Massy;2022-06-01T02:00:00+02:00;
48.87420589905193,2.3748161999999997;"{""coordinates"": [2.3748162, 48.87420589905193], ""type"": ""Point""}";n5627507661;NON;8;;public;NON;NON;arceaux;75119;19e Arrondissement;2021-09-01T02:00:00+02:00;
48.82864239905163,2.2957291999999994;"{""coordinates"": [2.2957292, 48.82864239905163], ""type"": ""Point""}";n10272940196;NON;20;;public;NON;NON;inconnu;75115;15e Arrondissement;2022-12-01T01:00:00+01:00;
48.869308799051915,2.4053516000000004;"{""coordinates"": [2.4053516, 48.869308799051915], ""type"": ""Point""}";n3679615741;NON;10;;public;NON;NON;arceaux;75120;20e Arrondissement;2018-05-01T02:00:00+02:00;
48.90079169905213,2.070049;"{""coordinates"": [2.070049, 48.90079169905213], ""type"": ""Point""}";n6409344707;NON;15;;clientele;NON;NON;arceaux;78551;Saint-Germain-en-Laye;2019-04-01T02:00:00+02:00;
48.78741979905136,2.2322019;"{""coordinates"": [2.2322019, 48.78741979905136], ""type"": ""Point""}";n10587014492;NON;10;;public;NON;NON;arceaux;92048;Meudon;2023-03-01T01:00:00+01:00;
48.82774039905162,2.2758278999999986;"{""coordinates"": [2.2758279, 48.82774039905162], ""type"": ""Point""}";n10264945315;NON;4;;public;NON;NON;arceaux;92040;Issy-les-Moulineaux;2023-02-01T01:00:00+01:00;
48.84656389905174,2.270748700000001;"{""coordinates"": [2.2707487, 48.84656389905174], ""type"": ""Point""}";n7556447791;NON;10;;public;NON;NON;inconnu;75116;16e Arrondissement;2020-05-01T02:00:00+02:00;
48.84212419905172,2.3849576;"{""coordinates"": [2.3849576, 48.84212419905172], ""type"": ""Point""}";n9864091226;NON;10;;public;NON;NON;arceaux;75112;12e Arrondissement;2022-07-01T02:00:00+02:00;
48.81832549905156,2.2604930999999997;"{""coordinates"": [2.2604931, 48.81832549905156], ""type"": ""Point""}";n10250845461;NON;0;;public;NON;NON;inconnu;92040;Issy-les-Moulineaux;2022-12-01T01:00:00+01:00;
48.81292659905151,2.4170565999999996;"{""coordinates"": [2.4170566, 48.81292659905151], ""type"": ""Point""}";n8682782429;NON;6;;public;NON;NON;arceaux;94002;Alfortville;2021-04-01T02:00:00+02:00;
48.87335779905194,2.181374099999999;"{""coordinates"": [2.1813741, 48.87335779905194], ""type"": ""Point""}";n5325415769;NON;14;;public;NON;NON;arceaux;92063;Rueil-Malmaison;2018-01-01T01:00:00+01:00;
48.80601239905148,2.1236176;"{""coordinates"": [2.1236176, 48.80601239905148], ""type"": ""Point""}";n10610857401;NON;6;;public;NON;NON;inconnu;78646;Versailles;2023-02-01T01:00:00+01:00;
48.87733279905195,2.4459347999999985;"{""coordinates"": [2.4459348, 48.87733279905195], ""type"": ""Point""}";n8328801762;NON;18;;public;NON;NON;arceaux;93063;Romainville;2021-01-01T01:00:00+01:00;
49.03442319905304,2.078137999999999;"{""coordinates"": [2.078138, 49.03442319905304], ""type"": ""Point""}";n10230356859;NON;16;;public;NON;NON;arceaux;95127;Cergy;2022-12-01T01:00:00+01:00;
48.847542999051754,2.3889257000000006;"{""coordinates"": [2.3889257, 48.847542999051754], ""type"": ""Point""}";n2190097056;NON;6;;public;NON;NON;arceaux;75112;12e Arrondissement;2022-10-01T02:00:00+02:00;
48.860562399051844,2.4594310999999998;"{""coordinates"": [2.4594311, 48.860562399051844], ""type"": ""Point""}";n7648794511;NON;8;;public;NON;NON;arceaux;93048;Montreuil;2022-11-01T01:00:00+01:00;
48.714566199050886,2.2455054999999997;"{""coordinates"": [2.2455055, 48.714566199050886], ""type"": ""Point""}";n1543370768;NON;6;Mairie;public;NON;NON;arceaux;91477;Palaiseau;2022-09-01T02:00:00+02:00;
48.84158039905173,2.3250834;"{""coordinates"": [2.3250834, 48.84158039905173], ""type"": ""Point""}";n5043054410;NON;20;;public;NON;NON;arceaux;75114;14e Arrondissement;2017-08-01T02:00:00+02:00;
48.83488289905168,2.2990144000000003;"{""coordinates"": [2.2990144, 48.83488289905168], ""type"": ""Point""}";n5628185747;NON;10;;public;NON;NON;inconnu;75115;15e Arrondissement;2018-05-01T02:00:00+02:00;
48.85518479905182,2.3869862000000004;"{""coordinates"": [2.3869862, 48.85518479905182], ""type"": ""Point""}";n4333771616;NON;6;;public;NON;NON;arceaux;75111;11e Arrondissement;2017-06-01T02:00:00+02:00;
48.8406964990517,2.2775345999999987;"{""coordinates"": [2.2775346, 48.8406964990517], ""type"": ""Point""}";n5688827409;NON;9;;public;NON;NON;arceaux;75115;15e Arrondissement;2018-06-01T02:00:00+02:00;
48.83730389905168,2.3908895;"{""coordinates"": [2.3908895, 48.83730389905168], ""type"": ""Point""}";n10652108329;NON;22;;public;NON;NON;arceaux;75112;12e Arrondissement;2023-02-01T01:00:00+01:00;
48.79961519905142,2.185764799999999;"{""coordinates"": [2.1857648, 48.79961519905142], ""type"": ""Point""}";n10587014488;NON;4;;public;NON;NON;arceaux;92022;Chaville;2023-03-01T01:00:00+01:00;
48.84331419905174,2.3424715000000003;"{""coordinates"": [2.3424715, 48.84331419905174], ""type"": ""Point""}";n10271673040;NON;4;;public;NON;NON;autres;75105;5e Arrondissement;2023-03-01T01:00:00+01:00;
48.809049799051486,2.133297999999999;"{""coordinates"": [2.133298, 48.809049799051486], ""type"": ""Point""}";n3966675078;NON;16;;public;NON;NON;arceaux;78646;Versailles;2020-11-01T01:00:00+01:00;
48.74120209905106,2.2844216000000004;"{""coordinates"": [2.2844216, 48.74120209905106], ""type"": ""Point""}";n4827012940;NON;16;;public;NON;NON;arceaux;92002;Antony;2022-08-01T02:00:00+02:00;
48.88226819905198,2.3244389999999995;"{""coordinates"": [2.324439, 48.88226819905198], ""type"": ""Point""}";n10623969672;NON;4;;public;NON;NON;arceaux;75108;8e Arrondissement;2023-02-01T01:00:00+01:00;
48.84109939905172,2.3144225999999994;"{""coordinates"": [2.3144226, 48.84109939905172], ""type"": ""Point""}";n9256336768;NON;10;;public;NON;NON;arceaux;75115;15e Arrondissement;2022-06-01T02:00:00+02:00;
48.86074459905185,2.3671479000000004;"{""coordinates"": [2.3671479, 48.86074459905185], ""type"": ""Point""}";n2288399351;NON;36;;public;NON;NON;arceaux;75103;3e Arrondissement;2022-07-01T02:00:00+02:00;
48.87987299905199,2.3549112999999995;"{""coordinates"": [2.3549113, 48.87987299905199], ""type"": ""Point""}";n4728237066;NON;6;;public;NON;NON;arceaux;75110;10e Arrondissement;2020-10-01T02:00:00+02:00;
48.814545399051546,2.4226738;"{""coordinates"": [2.4226738, 48.814545399051546], ""type"": ""Point""}";n6335462561;OUI;20;;public;NON;NON;arceaux;94046;Maisons-Alfort;2019-03-01T01:00:00+01:00;
48.85961979905183,2.3230074999999992;"{""coordinates"": [2.3230075, 48.85961979905183], ""type"": ""Point""}";n5615712518;NON;12;;public;NON;NON;arceaux;75107;7e Arrondissement;2021-06-01T02:00:00+02:00;
48.76037979905119,2.3195260999999987;"{""coordinates"": [2.3195261, 48.76037979905119], ""type"": ""Point""}";n9276468065;OUI;12;Véligo;public;NON;NON;arceaux;94034;Fresnes;2022-01-01T01:00:00+01:00;
48.87691899905195,2.3345067999999993;"{""coordinates"": [2.3345068, 48.87691899905195], ""type"": ""Point""}";n10727736795;NON;10;;public;NON;NON;arceaux;75109;9e Arrondissement;2023-03-01T01:00:00+01:00;
48.74576390882849,2.72839111386614;"{""coordinates"": [2.72839111386614, 48.74576390882849], ""type"": ""Point""}";w113412791;OUI;24;;public;NON;NON;arceaux;77215;Gretz-Armainvilliers;2021-09-01T02:00:00+02:00;
48.856890199051826,2.3432923999999997;"{""coordinates"": [2.3432924, 48.856890199051826], ""type"": ""Point""}";n10272923349;NON;2;;public;NON;NON;arceaux;75101;1er Arrondissement;2023-03-01T01:00:00+01:00;
48.69892469905077,2.1894229999999997;"{""coordinates"": [2.189423, 48.69892469905077], ""type"": ""Point""}";n10286148709;NON;6;;public;NON;NON;ratelier;91471;Orsay;2022-12-01T01:00:00+01:00;
48.88840729905202,2.310162799999999;"{""coordinates"": [2.3101628, 48.88840729905202], ""type"": ""Point""}";n8644333383;NON;8;;public;NON;NON;arceaux;75117;17e Arrondissement;2021-04-01T02:00:00+02:00;
48.87620159905197,2.1771742;"{""coordinates"": [2.1771742, 48.87620159905197], ""type"": ""Point""}";n5325415772;NON;8;;public;NON;NON;arceaux;92063;Rueil-Malmaison;2018-01-01T01:00:00+01:00;
48.87878449905196,2.3620655999999998;"{""coordinates"": [2.3620656, 48.87878449905196], ""type"": ""Point""}";n3526435086;NON;20;;public;NON;NON;arceaux;75110;10e Arrondissement;2021-10-01T02:00:00+02:00;
48.89273159905207,2.341844899999999;"{""coordinates"": [2.3418449, 48.89273159905207], ""type"": ""Point""}";n9253346551;NON;10;;public;NON;NON;arceaux;75118;18e Arrondissement;2021-11-01T01:00:00+01:00;
48.87217059905193,2.3122549999999995;"{""coordinates"": [2.312255, 48.87217059905193], ""type"": ""Point""}";n9851801148;NON;12;;public;NON;NON;arceaux;75108;8e Arrondissement;2022-06-01T02:00:00+02:00;
48.87773089905197,2.4052875999999994;"{""coordinates"": [2.4052876, 48.87773089905197], ""type"": ""Point""}";n9993569869;NON;10;;public;NON;NON;arceaux;75119;19e Arrondissement;2022-09-01T02:00:00+02:00;
48.879473099051985,2.331446699999999;"{""coordinates"": [2.3314467, 48.879473099051985], ""type"": ""Point""}";n10649537079;NON;14;;public;NON;NON;arceaux;75109;9e Arrondissement;2023-02-01T01:00:00+01:00;
48.83904639905171,2.3490185999999995;"{""coordinates"": [2.3490186, 48.83904639905171], ""type"": ""Point""}";n8188121328;NON;8;;public;NON;NON;autres;75105;5e Arrondissement;2022-11-01T01:00:00+01:00;
48.81639979905156,2.338062199999999;"{""coordinates"": [2.3380622, 48.81639979905156], ""type"": ""Point""}";n6834041787;NON;6;;public;NON;NON;arceaux;94037;Gentilly;2021-06-01T02:00:00+02:00;
48.876585199051966,2.3445460999999983;"{""coordinates"": [2.3445461, 48.876585199051966], ""type"": ""Point""}";n6114197964;NON;10;;public;NON;NON;arceaux;75109;9e Arrondissement;2018-12-01T01:00:00+01:00;
48.999277799052805,2.2399553000000005;"{""coordinates"": [2.2399553, 48.999277799052805], ""type"": ""Point""}";n9663508888;NON;5;;public;NON;NON;ratelier;95491;Le Plessis-Bouchard;2022-04-01T02:00:00+02:00;
48.870333599051925,2.3426397000000003;"{""coordinates"": [2.3426397, 48.870333599051925], ""type"": ""Point""}";n6553631259;NON;12;;public;NON;NON;arceaux;75102;2e Arrondissement;2022-11-01T01:00:00+01:00;
48.86976529905193,2.2141582;"{""coordinates"": [2.2141582, 48.86976529905193], ""type"": ""Point""}";n10229168959;NON;10;;public;NON;NON;arceaux;92073;Suresnes;2022-11-01T01:00:00+01:00;
48.82363279905161,2.3651580999999995;"{""coordinates"": [2.3651581, 48.82363279905161], ""type"": ""Point""}";n8729095657;NON;6;;public;NON;NON;autres;75113;13e Arrondissement;2021-05-01T02:00:00+02:00;
48.84598599905174,2.3428358;"{""coordinates"": [2.3428358, 48.84598599905174], ""type"": ""Point""}";n7698919487;NON;6;;public;NON;NON;arceaux;75105;5e Arrondissement;2020-12-01T01:00:00+01:00;
48.89790109905209,2.3091133999999998;"{""coordinates"": [2.3091134, 48.89790109905209], ""type"": ""Point""}";n8397836801;NON;8;;public;NON;NON;arceaux;92024;Clichy;2021-10-01T02:00:00+02:00;
48.94606899905241,2.253699599999999;"{""coordinates"": [2.2536996, 48.94606899905241], ""type"": ""Point""}";n4569469048;NON;0;;public;NON;NON;inconnu;95018;Argenteuil;2016-12-01T01:00:00+01:00;
48.78870489905136,2.3328684999999996;"{""coordinates"": [2.3328685, 48.78870489905136], ""type"": ""Point""}";n4222957610;NON;10;;public;NON;NON;arceaux;94016;Cachan;2021-11-01T01:00:00+01:00;
48.868598799051895,2.2652016;"{""coordinates"": [2.2652016, 48.868598799051895], ""type"": ""Point""}";n6944655884;NON;6;;public;NON;NON;arceaux;75116;16e Arrondissement;2019-12-01T01:00:00+01:00;
48.816966799051585,2.4545337999999997;"{""coordinates"": [2.4545338, 48.816966799051585], ""type"": ""Point""}";n9444780283;OUI;4;;public;NON;NON;arceaux;94069;Saint-Maurice;2022-01-01T01:00:00+01:00;
48.82726069905162,2.3045249999999986;"{""coordinates"": [2.304525, 48.82726069905162], ""type"": ""Point""}";n4294770445;NON;4;;public;NON;NON;arceaux;75114;14e Arrondissement;2020-12-01T01:00:00+01:00;
48.84241199905172,2.3064841999999994;"{""coordinates"": [2.3064842, 48.84241199905172], ""type"": ""Point""}";n2641511921;NON;8;;public;NON;NON;arceaux;75115;15e Arrondissement;2023-04-01T02:00:00+02:00;
48.841453499051724,2.404902000000001;"{""coordinates"": [2.404902, 48.841453499051724], ""type"": ""Point""}";n2177689616;NON;12;;public;NON;NON;arceaux;75112;12e Arrondissement;2018-05-01T02:00:00+02:00;
48.83971249905169,2.3057648000000004;"{""coordinates"": [2.3057648, 48.83971249905169], ""type"": ""Point""}";n8855359961;NON;4;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-07-01T02:00:00+02:00;
48.85677799905181,2.2213035999999997;"{""coordinates"": [2.2213036, 48.85677799905181], ""type"": ""Point""}";n10732899601;NON;10;;public;NON;NON;arceaux;92064;Saint-Cloud;2023-04-01T02:00:00+02:00;
48.87639429905196,2.3518874999999997;"{""coordinates"": [2.3518875, 48.87639429905196], ""type"": ""Point""}";n4041044131;NON;10;;public;NON;NON;arceaux;75110;10e Arrondissement;2018-02-01T01:00:00+01:00;
48.80021889905144,2.1864640999999985;"{""coordinates"": [2.1864641, 48.80021889905144], ""type"": ""Point""}";n6285782911;NON;6;;public;NON;NON;arceaux;92022;Chaville;2022-11-01T01:00:00+01:00;
48.84339059905173,2.3001128;"{""coordinates"": [2.3001128, 48.84339059905173], ""type"": ""Point""}";n5628185804;NON;6;;public;NON;NON;arceaux;75115;15e Arrondissement;2022-09-01T02:00:00+02:00;
48.89570239905209,2.3229081000000003;"{""coordinates"": [2.3229081, 48.89570239905209], ""type"": ""Point""}";n9342231740;NON;0;;public;NON;NON;inconnu;75117;17e Arrondissement;2021-12-01T01:00:00+01:00;
48.82510569905161,2.2301690999999986;"{""coordinates"": [2.2301691, 48.82510569905161], ""type"": ""Point""}";n6478115406;OUI;14;;public;NON;NON;arceaux;92012;Boulogne-Billancourt;2021-02-01T01:00:00+01:00;
48.88796199905201,2.3731679000000003;"{""coordinates"": [2.3731679, 48.88796199905201], ""type"": ""Point""}";n10178952047;NON;0;;public;NON;NON;inconnu;75119;19e Arrondissement;2022-11-01T01:00:00+01:00;
48.91070949905219,2.226265699999999;"{""coordinates"": [2.2262657, 48.91070949905219], ""type"": ""Point""}";n5425490052;OUI;16;;public;NON;NON;arceaux;92050;Nanterre;2023-03-01T01:00:00+01:00;
48.82942339905164,2.3187807999999994;"{""coordinates"": [2.3187808, 48.82942339905164], ""type"": ""Point""}";n4294770448;NON;32;;public;NON;NON;arceaux;75114;14e Arrondissement;2016-07-01T02:00:00+02:00;
48.836750299051666,2.2603335999999996;"{""coordinates"": [2.2603336, 48.836750299051666], ""type"": ""Point""}";n8579347761;OUI;0;;privee;NON;NON;abri;75116;16e Arrondissement;2021-03-01T01:00:00+01:00;
48.85506839905182,2.4430524999999994;"{""coordinates"": [2.4430525, 48.85506839905182], ""type"": ""Point""}";n7648933498;NON;2;;public;NON;NON;arceaux;93048;Montreuil;2021-04-01T02:00:00+02:00;
48.86023729905184,2.3531699000000006;"{""coordinates"": [2.3531699, 48.86023729905184], ""type"": ""Point""}";n10592342805;NON;10;;public;NON;NON;arceaux;75104;4e Arrondissement;2023-04-01T02:00:00+02:00;
48.63012919905032,2.360552899999999;"{""coordinates"": [2.3605529, 48.63012919905032], ""type"": ""Point""}";n4797073055;NON;6;;public;NON;NON;arceaux;91235;Fleury-Mérogis;2017-04-01T02:00:00+02:00;
48.950835903578245,2.2322125067794216;"{""coordinates"": [2.232212506779422, 48.950835903578245], ""type"": ""Point""}";w1017802994;OUI;30;;clientele;OUI;NON;abri;95018;Argenteuil;2022-01-01T01:00:00+01:00;
48.7944530990514,2.1507932999999992;"{""coordinates"": [2.1507933, 48.7944530990514], ""type"": ""Point""}";n8170521086;NON;6;;public;NON;NON;arceaux;78646;Versailles;2020-11-01T01:00:00+01:00;
48.82414159905159,2.3357054000000006;"{""coordinates"": [2.3357054, 48.82414159905159], ""type"": ""Point""}";n2291048611;NON;8;;public;NON;NON;arceaux;75114;14e Arrondissement;2021-05-01T02:00:00+02:00;
48.806914599051474,2.0610496999999994;"{""coordinates"": [2.0610497, 48.806914599051474], ""type"": ""Point""}";n7876778235;OUI;15;;public;NON;NON;inconnu;78545;Saint-Cyr-l'École;2020-09-01T02:00:00+02:00;
48.88731749905201,2.3257592000000002;"{""coordinates"": [2.3257592, 48.88731749905201], ""type"": ""Point""}";n9605849064;NON;14;;public;NON;NON;arceaux;75118;18e Arrondissement;2022-03-01T01:00:00+01:00;
48.637578799050374,2.4045212999999994;"{""coordinates"": [2.4045213, 48.637578799050374], ""type"": ""Point""}";n8174730285;NON;80;Le Plan;public;NON;NON;arceaux;91521;Ris-Orangis;2022-03-01T01:00:00+01:00;
49.009809999052855,2.041625099999999;"{""coordinates"": [2.0416251, 49.009809999052855], ""type"": ""Point""}";n10138052292;NON;26;;public;NON;NON;arceaux;95323;Jouy-le-Moutier;2022-10-01T02:00:00+02:00;
48.882876999051994,2.306339;"{""coordinates"": [2.306339, 48.882876999051994], ""type"": ""Point""}";n5620640080;NON;8;;public;NON;NON;arceaux;75117;17e Arrondissement;2021-06-01T02:00:00+02:00;
